"pertanyaan","jawaban","kategori"
"menu makanan kebun apa saja?","Menu Paket Makanan Kebun: Papeda, Gohu, Pisang Rebus, Kasbi Rebus, Pisang Santan, Kasbi Santan, Ikan Kuah Kuning, dan Ikan Kuah Soru. Total ada 8 menu khas yang bisa dinikmati sepuasnya.","reservasi"
"apa saja yang termasuk paket makanan kebun?","Yang termasuk dalam Paket Makanan Kebun: Makan sepuasnya dari 8 hidangan khas yaitu Papeda, Gohu, Pisang Rebus, Kasbi Rebus, Pisang Santan, Kasbi Santan, Ikan Kuah Kuning, dan Ikan Kuah Soru. Harga Rp 66.000 per orang.","reservasi"
"paket makan sepuasnya makanan kebun berapa?","Paket makan sepuasnya Makanan Kebun harga per orangnya Rp 66.000.","reservasi"
"all you can eat makanan kebun berapa?","All you can eat (makan sepuasnya) untuk Makanan Kebun harganya Rp 66.000 per orang.","reservasi"
"makanan kebun ada menu ikan apa?","Dalam Paket Makanan Kebun, tersedia dua menu ikan: Ikan Kuah Kuning dan Ikan Kuah Soru.","reservasi"
"makanan kebun termasuk dessert?","Menu Paket Makanan Kebun lebih fokus pada makanan utama khas, termasuk olahan pisang dan kasbi (rebus/santan) yang bisa menjadi alternatif dessert alami.","reservasi"
"paket termurah makanan kebun berapa?","Paket Makanan Kebun hanya memiliki satu pilihan harga yaitu Rp 66.000 per orang untuk makan sepuasnya.","reservasi"
"apakah paket makanan kebun bisa reservasi?","Ya, Paket Makanan Kebun tersedia untuk reservasi dengan harga Rp 66.000 per orang (makan sepuasnya).","reservasi"
"ada paket reservasi apa saja untuk ballroom?","Untuk paket Ballroom, kami memiliki 6 pilihan paket: Paket 110.000/pax, Paket 130.000/pax, Paket 150.000/pax, Paket 175.000/pax, Paket 200.000/pax, dan Paket 225.000/pax. Juga tersedia Paket Coffe Break (30.000/pax & 40.000/pax).","reservasi"
"bisa info paket ballroom?","Paket Ballroom kami mulai dari Rp 110.000 per orang. Ada 6 pilihan paket lengkap dengan makanan, minuman, dan dessert. Juga ada pilihan Coffe Break.","reservasi"
"paket ballroom ada apa aja?","Paket Ballroom kami mulai dari Rp 110.000 per orang. Ada 6 pilihan paket lengkap dengan makanan, minuman, dan dessert. Juga ada pilihan Coffe Break.","reservasi"
"list paket ballroom dong","Berikut pilihan paket Ballroom: 1) 110.000/pax, 2) 130.000/pax, 3) 150.000/pax, 4) 175.000/pax, 5) 200.000/pax, 6) 225.000/pax. Ada juga Coffe Break 30.000/pax (2 kue) & 40.000/pax (3 kue).","reservasi"
"paket termurah ballroom berapa?","Paket termurah untuk Ballroom adalah Paket 110.000 per orang. Sudah termasuk hidangan pembuka, ayam pilihan, nasi goreng/mie, sayuran, nasi putih, dan air mineral.","reservasi"
"paket ballroom yang paling mahal berapa?","Paket Ballroom tertinggi adalah Paket 225.000 per orang. Menyajikan lebih banyak variasi seperti sup pilihan (jagung kepiting, bibir ikan, hio pio), seafood (udang, ikan), daging sapi, ayam spesial, sayuran, mie/nasi goreng, minuman, dessert, dan buah segar.","reservasi"
"apa saja yang termasuk dalam paket ballroom 110 ribu?","Paket 110.000/pax mencakup: 1) Sup Jagung Ayam atau Sup Ayam Tempo Dulu, 2) Ayam Goreng Wangi atau Ayam Asam Manis atau Ayam Kecap Ternate, 3) Nasi Goreng Ayam atau Mie Goreng Ayam atau Laksa Goreng Ayam, 4) Orak-arik Telur Tauge atau Acar Kuning atau Sambal Goreng Kentang + Udang, 5) Nasi Putih, 6) Air Mineral.","reservasi"
"apa isi paket ballroom 130 ribu?","Paket 130.000/pax berisi: 1) Sup Jagung Ayam atau Sup Ayam Tempo Dulu, 2) Ayam Saus Inggris atau Ayam Goreng Wangi atau Ayam Panggang Ternate atau Ayam Paniki, 3) Daging Ikan Asam Manis atau Daging Ikan Saus Cabe, 4) Nasi Goreng Royal atau Mie Goreng Royal, 5) Sambal Goreng Hati + Kentang atau Sambal Goreng Kentang + Udang, 6) Nasi Putih, 7) Air Mineral, 8) Puding.","reservasi"
"apa isi paket ballroom 150 ribu?","Paket 150.000/pax mencakup: 1) Sup Jagung Ayam / Sup Ayam Tempo Dulu / Soto Ayam, 2) Ayam Goreng Wangi / Ayam Woku / Ayam Kacang Mente / Ayam Panggang Ternate, 3) Udang Goreng Tepung / Udang Asam Manis / Sapi Garo / Sapi Kecap, 4) Mie Goreng / Laksa Goreng, 5) Sayur Garu / Acar Kuning / Orak-arik Telur Tauge / Ikan Asam Manis / Ikan Saus Cabe, 6) Nasi Putih, 7) Air Mineral / Soft Drink, 8) Puding / Kue + Buah Segar.","reservasi"
"apa isi paket ballroom 175 ribu?","Paket 175.000/pax meliputi: 1) Sup Asparagus Jagung Ayam / Cap Cay Kuah / Sup Ayam Tempo Dulu / Bakso Kuah Sapi, 2) Ayam Goreng Mentega / Sate Ayam / Ayam Goreng Wangi / Ayam Woku / Ayam Panggang Ternate, 3) Ikan Asam Manis / Ikan Saus Cabe, 4) Mie Goreng / Laksa Goreng, 5) Udang Goreng Tepung / Sapi Garo / Sapi Cabe Ijo / Sapi Kecap, 6) Gado-gado / Angdoi Tahu / Fuyung Hay Ayam, 7) Nasi Putih, 8) Air Mineral / Soft Drink & Es Buah, 9) Puding / Buah Segar / Kue.","reservasi"
"apa isi paket ballroom 200 ribu?","Paket 200.000/pax terdiri dari: 1) Sup Asparagus Jagung Ayam / Sup Sehat Stamina / Iga Sapi Asam Pedas, 2) Salad Udang Goreng / Udang Asam Manis / Sapi Kecap, 3) Ayam Woku / Ayam Goreng Royal / Ayam Saus Lemon, 4) Ikan Asam Manis / Ikan Saus Lemon / Ikan Saus Cabe, 5) Mie Goreng SF / Nasi Goreng HK / Lumpia Udang / Ikan Lapis Sapi Asap, 6) Buncis Cah Ebi / Sapo Tahu Ayam / Cap Cay Goreng Ayam, 7) Nasi Putih, 8) Air Mineral & Soft Drink / Es Buah, 9) Puding / Buah Segar / Kue.","reservasi"
"apa isi paket ballroom 225 ribu?","Paket 225.000/pax (termahal) menyediakan: 1) Sup Jagung Kepiting / Sup Bibir Ikan / Sup Hio Pio, 2) Salad Udang Goreng / Udang Asam Manis / Angsto Kombinasi / Udang Goreng Gandum, 3) Sapi Lada Hitam / Sapi Garo / Sapi Peking / Sapi Kecap, 4) Sapo Tahu SF / Lumpia Udang, 5) Ayam Goreng Royal / Ayam Kacang Mente / Sate Ayam, 6) Daging Ikan Saus Mangga / Ikan Bakar Rica / Ikan Tim Bawang Putih, 7) Buncis Cah Sapi / Gado-gado, 8) Ifu Mie / Mie Goreng / Nasi Goreng, 9) Nasi Putih, 10) Air Mineral / Soft Drink & Es Buah, 11) Puding / Buah Segar / Kue.","reservasi"
"ada coffe break untuk ballroom?","Ya, untuk Coffe Break di Ballroom tersedia: Paket 30.000/pax (2 macam kue) dan Paket 40.000/pax (3 macam kue).","reservasi"
"berapa charge sewa ballroom?","Untuk sewa Ballroom per 6 jam: Ballroom A atau B Rp 3.500.000. Ballroom A+B (Full Room) Rp 6.500.000. Khusus Wedding ada charge khusus.","reservasi"
"charge ballroom untuk wedding berapa?","Charge Ballroom khusus Wedding: Rp 9.500.000. Detail lebih lanjut bisa ditanyakan langsung ke contact person kami.","reservasi"
"boleh bawa makanan dari luar untuk acara di ballroom?","Tidak boleh. Berlaku larangan membawa makanan, kue, atau buah dari luar.","reservasi"
"kontak untuk reservasi ballroom siapa?","Untuk reservasi Ballroom, Anda bisa menghubungi: Ibu Mei Lie (0812-3066-4643), Royale Resto (0921-3122333), atau Pak David (0812-4258-1726).","reservasi"
"kalau batal, DP bisa dikembalikan?","Tidak bisa. Sesuai ketentuan, pembatalan acara dari pihak kedua menyebabkan DP tidak dapat dikembalikan.","reservasi"
"ada paket reservasi apa saja untuk vip?","Untuk paket VIP, kami memiliki 3 kategori prasmanan: 1) Paket Prasmanan Silver (140.000/pax) dengan 3 menu (silver1, silver2, silver3), 2) Paket Prasmanan Gold (170.000/pax) dengan 3 menu (gold1, gold2, gold3), dan 3) Paket Prasmanan Diamond (200.000/pax) dengan 3 menu (diamond1, diamond2, diamond3). Juga tersedia Paket Coffe Break.","reservasi"
"bisa info paket vip?","Paket VIP kami adalah paket prasmanan dengan 3 tingkatan: Silver (140rb), Gold (170rb), dan Diamond (200rb). Setiap tingkatan memiliki 3 menu yang bisa dipilih.","reservasi"
"list paket vip dong","Berikut pilihan paket VIP: 1) Prasmanan Silver 140.000/pax ( silver1, silver2, silver3), 2) Prasmanan Gold 170.000/pax ( gold1, gold2, gold3), 3) Prasmanan Diamond 200.000/pax ( diamond1, diamond2, diamond3). Ada juga Coffe Break 30.000/pax (2 kue) & 40.000/pax (3 kue).","reservasi"
"paket termurah vip berapa?","Paket termurah untuk VIP adalah Paket Prasmanan Silver seharga 140.000 per orang, tersedia dalam 3 menu (silver1, silver2, silver3) yang masing-masing sudah lengkap dengan sup, ayam/ikan/udang, sayuran, nasi, air mineral, dan dessert.","reservasi"
"paket vip yang paling mahal berapa?","Paket VIP tertinggi adalah Paket Prasmanan Diamond seharga 200.000 per orang. Menyajikan menu premium seperti sup asparagus kepiting/bibir ikan, sapi lada hitam/peking/bistik, udang telur asin/saus padang, ayam spesial, ikan dengan saus mangga/tim/bakar, serta es buah/buah segar.","reservasi"
"apa perbedaan paket silver, gold, dan diamond di vip?","Perbedaannya pada variasi dan tingkat menu: Silver (140rb): menu dasar (ayam, ikan, udang). Gold (170rb): lebih variatif dengan salad, nasi/mie goreng royal, pilihan sayur beragam. Diamond (200rb): menu premium (seafood, sapi spesial, ikan dengan kreasi khusus, es buah).","reservasi"
"apa saja yang termasuk dalam paket vip silver?","Paket Prasmanan Silver (140.000/pax) tersedia dalam 3 menu. silver1: 1) Sup Jagung Ayam, 2) Ayam Goreng Mentega, 3) Ikan Asam Manis, 4) Udang Saus Tiram, 5) Gado-gado, 6) Nasi Putih, 7) Air Mineral, 8) Puding/Buah Segar. silver2 dan silver3 memiliki kombinasi menu berbeda.","reservasi"
"isi paket vip silver apa?","Paket VIP Silver terdiri dari 3 menu dengan harga 140.000 per orang. Setiap mencakup: 1 hidangan pembuka (sup/cap cay), 2 hidangan protein (ayam/ikan/udang), 1 sayuran, nasi putih, air mineral, dan dessert (puding/buah segar).","reservasi"
"apa isi paket vip silver1?","Paket VIP Silver 1 (silver1): 1) Sup Jagung Ayam, 2) Ayam Goreng Mentega, 3) Ikan Asam Manis, 4) Udang Saus Tiram, 5) Gado-gado, 6) Nasi Putih, 7) Air Mineral, 8) Puding/Buah Segar.","reservasi"
"apa isi paket vip silver2?","Paket VIP Silver 2 (silver2): 1) Cap Cay Kuah, 2) Ayam Goreng Wangi, 3) Ikan Saus Cabe, 4) Udang Asam Manis, 5) Angsto Tahu/Orak-arik Telur, 6) Nasi Putih, 7) Air Mineral, 8) Puding/Buah Segar.","reservasi"
"apa isi paket vip silver3?","Paket VIP Silver 3 (silver3): 1) Sup Ayam Tempo Dulu, 2) Sate Ayam, 3) Ikan Woku, 4) Udang Goreng Tepung, 5) Sayur Garu/Acar Kuning, 6) Nasi Putih, 7) Air Mineral, 8) Puding/Buah Segar.","reservasi"
"isi paket vip gold apa?","Paket VIP Gold terdiri dari 3 menu dengan harga 170.000 per orang. Setiap mencakup: 1 sup, 1 seafood (udang), 1 ayam, 1 ikan, 1 mie/nasi goreng spesial, 1 sayuran, nasi putih, air mineral, dan dessert (puding/buah segar).","reservasi"
"apa isi paket vip gold1?","Paket VIP Gold 1 (gold1): 1) Sup Jagung Ayam, 2) Salad Udang Goreng, 3) Ayam Woku, 4) Ikan Asam Manis, 5) Mie Goreng Royal/Nasi Goreng Royal, 6) Buncis Cah Ebi/Orak-arik Telur, 7) Nasi Putih, 8) Air Mineral, 9) Puding/Buah Segar.","reservasi"
"apa isi paket vip gold2?","Paket VIP Gold 2 (gold2): 1) Sup Sehat Stamina, 2) Udang Goreng Tepung Mayones, 3) Ayam Saus Cabe, 4) Ikan 2 Rasa, 5) Tami Capcay/Nasi Goreng HKG, 6) Gado-gado/Sambal Goreng Kentang + Udang, 7) Nasi Putih, 8) Air Mineral, 9) Puding/Buah Segar.","reservasi"
"apa isi paket vip gold3?","Paket VIP Gold 3 (gold3): 1) Kuah Taho Seafood, 2) Udang Asam Manis, 3) Ayam Goreng Wangi, 4) Ikan Saus Lemon, 5) Ifu Mie SF/Nasi Goreng Prancis, 6) Tauge Ikan Asin/Sambal Goreng Hati Kentang, 7) Nasi Putih, 8) Air Mineral, 9) Puding/Buah Segar.","reservasi"
"isi paket vip diamond apa?","Paket VIP Diamond terdiri dari 3 menu dengan harga 200.000 per orang. Setiap mencakup: 1 sup premium, 1 seafood spesial, 1 daging sapi, 1 ayam, 1 ikan kreatif, 1 sayuran/mie, nasi putih, air mineral, dan dessert (es buah/buah segar).","reservasi"
"apa isi paket vip diamond1?","Paket VIP Diamond 1 (diamond1): 1) Sup Asparagus Jagung Kepiting, 2) Salad Udang Goreng, 3) Sapi Lada Hitam, 4) Ayam Deporten/Kacang Mente, 5) Ikan Goreng Saus Mangga, 6) Furyng Hay, 7) Mie Goreng Royal/Nasi Goreng Royal, 8) Nasi Putih, 9) Air Mineral, 10) Es Buah/Buah Segar.","reservasi"
"apa isi paket vip diamond2?","Paket VIP Diamond 2 (diamond2): 1) Sup Bibir Ikan, 2) Udang Telur Asin, 3) Sapi Peking, 4) Sate Ayam, 5) Ikan Tim Bawang Putih, 6) Kailan Saus Tiram, 7) Ifu Mie/Nasi Goreng HK, 8) Nasi Putih, 9) Air Mineral, 10) Es Buah/Buah Segar.","reservasi"
"apa isi paket vip diamond3?","Paket VIP Diamond 3 (diamond3): 1) Kuah Bakso Sapi, 2) Udang Saus Padang, 3) Bistik Sapi, 4) Ayam Goreng Royal, 5) Ikan Bakar Rica, 6) Orak-arik Telur, 7) Sapo Tahu SF, 8) Nasi Putih, 9) Air Mineral, 10) Es Buah/Buah Segar.","reservasi"
"ada coffe break untuk paket vip?","Ya, untuk Coffe Break di paket VIP tersedia: Paket 30.000/pax (2 macam kue) dan Paket 40.000/pax (3 macam kue).","reservasi"
"berapa charge sound system untuk vip?","Untuk paket VIP, charge sound system & perlengkapan: Half Day (08.00-14.00) Rp 2.000.000, Full Day (08.00-18.00) Rp 3.500.000. Juga ada charge pemandian & penyanyi Rp 2.000.000.","reservasi"
"boleh bawa makanan dari luar untuk paket vip?","Tidak boleh. Berlaku larangan membawa makanan, kue, atau buah dari luar. Jika tetap membawa, dikenakan charge 500.000 per item.","reservasi"
"kalau bawa makanan dari luar kena charge berapa?","Jika membawa makanan dari luar untuk acara VIP, dikenakan charge sebesar 500.000 per item.","reservasi"
"kontak untuk reservasi vip siapa?","Untuk reservasi Paket VIP, Anda bisa menghubungi: Ibu Mei Lie (0812-3066-4643) atau Royale Resto (0921-3122333).","reservasi"
"ada paket reservasi apa saja untuk nasi kotak?","Untuk Paket Nasi Kotak, kami menyediakan 6 pilihan: Paket 30.000 nett, Paket 40.000 nett, Paket 55.000 nett (3 varian berbeda), dan Paket 65.000 nett. Semua harga sudah nett.","reservasi"
"bisa info paket nasi kotak?","Paket Nasi Kotak kami mulai dari Rp 30.000 nett hingga Rp 65.000 nett. Tersedia dalam berbagai varian menu, ada yang dengan nasi goreng/mie, ada juga dengan nasi putih lengkap lauk ayam/ikan, sayuran, dan dessert.","reservasi"
"list paket nasi kotak dong","Berikut daftar Paket Nasi Kotak: 1) 30.000 nett (nasi/mie goreng + kerupuk + air), 2) 40.000 nett (nasi/mie goreng + kerupuk + puding + air), 3) 55.000 nett silver (nasi putih + ikan/ayam + sayur + buah/puding), 4) 55.000 nett gold (nasi putih + gohu + ikan fufu + gorengan), 5) 55.000 nett diamon (nasi putih + ayam tepung + buncis sapi), 6) 65.000 nett (nasi putih + sate/ayam mentega + ikan asam manis).","reservasi"
"paket nasi kotak ada apa aja?","Pilihan Paket Nasi Kotak: 30rb, 40rb, 55rb (ada 3 jenis), dan 65rb. Menu semakin lengkap seiring harga, dari nasi goreng sederhana hingga nasi putih dengan lauk lengkap ayam, ikan, sayur, dan dessert.","reservasi"
"tawaran paket nasi kotak apa saja?","Kami menawarkan Paket Nasi Kotak dengan harga: 30.000, 40.000, 55.000 (3 varian), dan 65.000. Semua paket sudah termasuk makanan utama, kerupuk, dan air mineral. Paket 40rb ke atas sudah ada dessert.","reservasi"
"isi paket nasi kotak apa?","Kami menyediakan 6 pilihan Paket Nasi Kotak dengan harga: Rp 30.000, Rp 40.000, Rp 55.000 (3 varian), dan Rp 65.000. Semua harga nett.","reservasi"
"isi paket nasi kotak 30 ribu apa?","Paket Nasi Kotak 30.000 nett berisi: Nasi Goreng atau Mie Goreng, Kerupuk, dan Air Mineral.","reservasi"
"isi paket nasi kotak 40 ribu apa?","Paket Nasi Kotak 40.000 nett berisi: Nasi Goreng atau Mie Goreng, Kerupuk, Puding, dan Air Mineral.","reservasi"
"isi paket nasi kotak 55 ribu apa?","Ada 3 varian Paket Nasi Kotak 55.000 nett. silver: Nasi Putih, Ikan Woku atau Ayam Goreng Wangi + Telur Balado, Sayur Garo/Cap Cay Goreng/Orak Arik Telur/Fumung Hai, Dadar Jagung, Kerupuk, Pisang/Semangka/Puding, Air Mineral.","reservasi"
"isi paket nasi kotak 55 ribu silver apa?","Paket Nasi Kotak 55.000 nett silver: Nasi Putih, Ikan Woku atau Ayam Goreng Wangi + Telur Balado, Sayur Garo/Cap Cay Goreng/Orak Arik Telur/Fumung Hai, Dadar Jagung, Kerupuk, Pisang/Semangka/Puding, Air Mineral.","reservasi"
"isi paket nasi kotak 55 ribu gold apa?","Paket Nasi Kotak 55.000 nett gold: Nasi Putih, Gohu, Sayur Garo, Ikan Fufu Garo Rica, Gorengan, Mie Goreng atau Bihun Goreng, Puding, Air Mineral, Kerupuk.","reservasi"
"isi paket nasi kotak 55 ribu diamon apa?","Paket Nasi Kotak 55.000 nett diamon: Nasi Putih, Ayam Goreng Tepung + Telur Balado, Mie Goreng, Buncis Cincang Sapi, Dadar Jagung, Kerupuk, Puding, Air Mineral.","reservasi"
"isi paket nasi kotak 65 ribu apa?","Paket Nasi Kotak 65.000 nett berisi: Nasi Putih, Sate Ayam atau Ayam Mentega, Ikan Asam Manis + Telur Balado, Mie Goreng, Cap Cay Goreng atau Fumung Hai, Dadar Jagung, Kerupuk, Puding, Air Mineral.","reservasi"
"paket nasi kotak termurah berapa?","Paket Nasi Kotak termurah adalah Rp 30.000 nett, berisi Nasi Goreng/Mie Goreng, Kerupuk, dan Air Mineral.","reservasi"
"paket nasi kotak termahal berapa?","Paket Nasi Kotak termahal adalah Rp 65.000 nett, dengan menu lengkap: Nasi Putih, pilihan Sate Ayam/Ayam Mentega, Ikan Asam Manis + Telur Balado, Mie Goreng, sayuran, Dadar Jagung, Kerupuk, Puding, dan Air Mineral.","reservasi"
"perbedaan paket nasi kotak 55 ribu silver dan gold apa?","Perbedaan utama: silver (55rb) ada Ikan Woku/Ayam Goreng Wangi + Telur Balado dengan dessert buah. gold (55rb) ada Gohu, Ikan Fufu Garo Rica, dan Gorengan.","reservasi"
"paket nasi kotak 55 ribu yang ada ayam goreng tepung varian berapa?","Ayam Goreng Tepung + Telur Balado tersedia di Paket Nasi Kotak 55.000 nett diamon.","reservasi"
"paket nasi kotak 65 ribu dapat ayam apa?","Di Paket Nasi Kotak 65.000, Anda bisa memilih antara Sate Ayam atau Ayam Mentega.","reservasi"
"paket nasi kotak 40 ribu dapat dessert apa?","Paket Nasi Kotak 40.000 nett sudah termasuk Puding sebagai dessert.","reservasi"
